36969,2,2
36969,4,2
36969,6,2
11581,0,5
11581,2,5
11581,4,5
11581,5,5
11581,6,5
11581,7,5
11581,8,5
11581,9,5
11581,1,6
11581,3,6
55023,4,2
55023,6,2
55023,9,2
55023,2,6
55023,8,6
13728,0,2
13728,1,2
13728,2,2
13728,4,2
13728,6,2
13728,9,2
13728,8,5
10215,6,3
10215,9,3
10215,0,4
10215,2,4
10215,5,4
10215,7,4
14850,2,6
14850,8,6
14850,0,7
14850,1,7
14850,2,7
14850,3,7
14850,4,7
14850,5,7
14850,6,7
14850,7,7
14850,9,7
49902,2,7
49902,4,7
49902,8,7
49902,9,7
28789,0,7
28789,1,7
28789,2,7
28789,5,7
28789,7,7
28789,8,7
28789,9,7
25668,4,2
25668,5,2
25668,0,3
25668,1,3
25668,2,3
25668,3,3
25668,6,3
25668,7,3
25668,8,3
25668,9,3
50405,5,3
50405,6,3
50405,1,6
50405,4,6
50405,0,7
50405,2,7
50405,3,7
50405,4,7
50405,5,7
50405,6,7
50405,7,7
50405,8,7
50405,9,7
26621,2,2
26621,4,2
26621,6,2
26621,5,3
26621,9,3
26621,0,6
26621,1,6
26621,7,6
26621,8,7
29589,5,4
29589,7,4
29589,2,5
29589,3,5
29589,4,5
29589,8,5
29589,0,6
29589,6,6
29589,9,6
29589,1,7
19230,2,7
37834,2,7
37834,5,7
37834,7,7
37834,9,7
32894,1,5
32894,2,5
32894,5,5
32894,6,5
32894,0,6
32894,4,6
32894,7,6
32894,2,7
32894,3,7
32894,5,7
32894,8,7
32894,9,7
9458,2,5
7026,0,6
7026,1,6
7026,2,6
7026,3,6
7026,4,6
7026,8,6
7026,9,6
7026,5,7
7026,6,7
7026,7,7
32109,5,5
32109,1,6
32109,2,6
32109,4,6
32109,6,6
32109,7,6
32109,9,6
32109,0,7
32109,3,7
32109,8,7
15800,4,2
15800,8,2
15800,9,2
15800,0,5
15800,1,5
15800,2,5
15800,2,6
15800,3,6
15800,5,6
15800,6,6
15800,7,6
15800,8,6
66231,0,2
66231,2,2
66231,4,2
66231,6,2
66231,9,2
66231,1,3
66231,5,3
66231,3,6
66231,7,6
66231,8,6
38548,0,2
38548,1,2
38548,2,2
38548,3,2
38548,4,2
38548,6,2
38548,7,2
38548,8,2
38548,9,2
38548,5,4
50052,0,7
50052,1,7
50052,2,7
50052,3,7
50052,4,7
50052,5,7
50052,6,7
50052,7,7
50052,9,7
16542,2,2
16542,6,2
36777,6,2
36777,9,2
36777,2,5
36777,4,7
36777,5,7
36777,8,7
55021,4,4
55021,9,4
55021,0,6
55021,2,6
55021,6,6
55021,7,6
55021,8,6
13114,2,5
13114,8,5
13114,0,6
13114,1,6
13114,3,6
13114,4,6
13114,5,6
13114,6,6
13114,7,6
13114,9,6
68550,2,6
68550,8,6
68550,0,7
68550,1,7
68550,3,7
68550,4,7
68550,5,7
68550,6,7
68550,7,7
68550,9,7
28525,6,2
28525,9,2
28525,1,3
28525,2,3
28525,4,3
13098,8,5
13098,9,5
13098,2,6
13098,3,6
13098,4,6
13098,6,6
13098,1,7
13098,5,7
13098,7,7
49137,4,2
49137,9,2
49137,0,3
49137,2,3
49137,6,3
49137,8,3
49137,1,5
49137,5,5
49137,7,5
49137,3,6
49137,2,7
49137,9,7
11432,0,6
11432,1,6
11432,2,6
11432,4,6
11432,5,6
11432,8,6
11432,9,6
32409,4,4
32409,5,4
32409,6,4
32409,9,4
32409,1,5
32409,2,5
32409,3,5
32409,0,6
32409,7,6
69032,0,2
69032,6,2
69032,9,2
69032,2,6
69032,4,6
69032,5,6
69032,7,6
69032,3,7
69032,8,7
30458,4,3
30458,5,3
30458,6,3
30458,9,3
30458,1,6
30458,2,6
30458,0,7
30458,3,7
66249,4,1
66249,9,1
66249,0,2
66249,2,2
66249,5,2
66249,6,2
66249,7,2
66249,8,2
66249,1,3
66249,3,5
65988,0,6
65988,1,6
65988,2,6
65988,3,6
65988,4,6
65988,5,6
65988,6,6
65988,8,6
65988,9,6
65988,7,7
29824,0,2
29824,1,2
29824,2,2
29824,4,2
29824,5,2
29824,6,2
29824,9,2
29824,7,3
29824,8,3
62932,0,2
62932,1,2
62932,2,2
62932,4,2
62932,6,2
62932,8,2
62932,9,2
62932,5,6
62932,3,7
62932,7,7
21343,9,5
21343,2,6
21343,5,6
21343,7,6
21343,8,6
21343,0,7
21343,1,7
21343,3,7
21343,4,7
21343,6,7
9970,4,2
9970,0,6
9970,1,6
9970,2,6
9970,5,6
9970,6,6
9970,7,6
9970,8,6
9970,9,6
9970,3,7
29885,2,2
29885,4,2
29885,8,2
29885,9,2
29885,7,5
29885,0,6
29885,1,6
29885,2,6
29885,3,6
29885,5,6
29885,6,6
29885,9,7
19386,2,5
19386,4,5
19386,8,5
19386,0,6
19386,5,6
19386,6,6
19386,7,6
19386,9,6
19386,2,7
19386,3,7
59262,0,6
59262,1,6
59262,2,6
59262,4,6
59262,5,6
59262,6,6
59262,7,6
50903,4,2
50903,9,2
50903,2,3
50903,5,3
50903,6,3
50903,7,3
50903,8,3
11593,0,5
11593,2,5
11593,8,5
11593,1,6
11593,4,6
11593,5,6
11593,6,6
11593,7,6
11593,9,6
11593,2,7
11593,3,7
13709,6,2
13709,9,2
13709,0,7
13709,2,7
13709,3,7
13709,5,7
13709,7,7
8554,2,5
8554,4,5
8554,0,6
8554,1,6
8554,5,6
8554,8,6
8554,9,6
39586,9,2
39586,0,3
39586,4,3
39586,6,3
39586,8,3
39586,1,5
39586,2,5
39586,5,5
39586,3,6
39586,7,7
18954,6,2
18954,9,2
18954,0,6
18954,2,6
18954,3,6
18954,5,6
18954,7,6
7011,0,4
7011,2,4
7011,8,4
7011,1,5
7011,4,5
7011,5,5
7011,9,5
51860,0,7
51860,1,7
51860,2,7
51860,4,7
51860,5,7
51860,6,7
51860,7,7
51860,8,7
51860,9,7
20880,2,5
20880,0,6
20880,1,6
20880,3,6
20880,4,6
20880,5,6
20880,6,6
20880,7,7
20880,9,7
25088,1,5
25088,2,5
25088,3,5
25088,4,5
25088,5,5
25088,6,5
25088,9,5
25088,0,6
25088,7,6
25088,8,6
40046,2,2
40046,4,2
40046,6,2
40046,8,2
40046,9,2
904,0,2
904,6,2
904,9,2
904,4,5
10986,6,2
10986,9,2
23778,2,2
23778,6,2
23778,1,5
23778,5,5
23778,8,5
23778,0,7
23778,2,7
23778,3,7
23778,4,7
23778,7,7
23778,9,7
57882,9,2
57882,6,3
57882,2,5
57882,4,5
57882,5,5
57882,8,5
57882,9,5
57882,0,6
57882,3,6
57882,7,6
11762,2,5
11762,4,5
11762,0,6
11762,1,6
11762,8,6
11762,2,7
11762,3,7
11762,5,7
11762,6,7
11762,7,7
11762,9,7
53219,2,5
53219,8,5
53219,0,6
53219,4,6
53219,9,6
53219,1,7
53219,2,7
53219,3,7
53219,5,7
53219,6,7
53219,7,7
46289,2,2
46289,4,2
46289,6,2
66790,0,2
66790,1,2
66790,2,2
66790,3,2
66790,4,2
66790,6,2
66790,7,2
66790,8,2
66790,9,2
66790,5,5
50733,4,2
50733,9,2
50733,2,4
50733,6,4
50733,8,4
50733,0,7
50733,3,7
50733,7,7
50733,9,7
14253,2,2
14253,4,2
14253,6,2
14253,9,2
14253,8,3
16101,2,2
16101,6,2
17938,4,6
17938,6,6
17938,9,6
17938,2,7
52496,2,5
52496,5,5
52496,4,6
52496,9,6
52496,0,7
52496,6,7
52496,7,7
52496,8,7
9899,0,6
9899,4,6
9899,5,6
9899,1,7
9899,2,7
9899,8,7
13216,2,6
13216,6,6
13216,9,6
13216,4,7
13216,5,7
65324,0,6
65324,2,6
65324,5,6
65324,6,6
65324,7,6
65324,8,6
65324,9,6
65324,1,7
65324,3,7
65324,4,7
58929,4,5
58929,6,5
58929,9,5
58929,2,6
24424,2,7
24424,5,7
24424,6,7
24424,8,7
24424,9,7
31514,1,6
31514,2,6
31514,5,6
31514,6,6
31514,0,7
31514,3,7
31514,4,7
31514,7,7
31514,8,7
31514,9,7
1816,0,2
1816,4,2
1816,6,2
1816,8,2
1816,9,2
1816,1,6
1816,2,6
15255,4,2
15255,6,2
15255,2,5
15255,9,5
50345,0,6
50345,2,6
50345,3,6
50345,4,6
50345,5,6
50345,6,6
50345,7,6
50345,8,6
50345,9,6
50345,1,7
30081,2,3
30081,4,3
30081,5,3
30081,6,3
30081,9,3
30081,0,6
30081,1,6
30081,3,6
30081,7,7
39573,6,1
39573,9,1
39573,1,2
39573,3,2
39573,4,2
39573,8,2
39573,0,3
39573,2,3
39573,7,3
39573,5,5
39573,9,6
24453,4,4
24453,6,4
24453,9,4
24453,0,5
24453,2,5
24453,5,5
24453,7,5
46512,6,2
46512,9,2
46512,2,7
48449,4,1
48449,5,1
48449,2,2
48449,6,2
10785,2,5
10785,6,5
10785,9,5
10785,0,7
10785,4,7
10785,5,7
10785,7,7
10785,8,7
39365,6,2
39365,9,2
39365,2,4
39365,4,4
39365,0,6
39365,1,6
39365,5,6
39365,3,7
39365,7,7
39365,8,7
39365,9,7
4227,2,6
4227,5,6
4227,6,6
4227,1,7
4227,4,7
4227,7,7
4227,9,7
19445,4,5
19445,9,5
19445,1,6
19445,2,6
19445,3,6
19445,5,6
19445,8,6
19445,7,7
12708,8,5
12708,2,6
12708,4,6
